country,iso3c,targeted_pop_group,comments,date_implemented,source,source_type,link,category_final,code,measure_final
Ghana,GHA,Yes,Anyone who comes into the country before closure of borders will be mandatorily quarantined and tested for the virus.,2020-03-21,Government: Ministry of Information,Social media,https://twitter.com/moigovgh/status/1239197635006943235/photo/1,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Ghana,GHA,No,Ministry of health is mobilising new and retired health care professionals to prepare for surge in infections.,2020-03-21,Government: Ministry of Information,Social media,https://twitter.com/moigovgh/status/1239197635006943235/photo/1,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Ghana,GHA,No,"Movement of people has been restricted except to get essential items and use public bathrooms, and there shall be no inter-city movement of commerical and private vehicles/aircrafts excpet to deliver essential goods.",2020-03-30,Ministry of Information,Government,https://twitter.com/moigovgh/status/1243686930346360835/photo/4,LD - Lockdown,LD3,LD3 - Partial lockdown
Ghana,GHA,No,"Movement of people has been restricted except to get essential items and use public bathrooms, and there shall be no inter-city movement of commerical and private vehicles/aircrafts excpet to deliver essential goods.",2020-03-30,Ministry of Information,Government,https://twitter.com/moigovgh/status/1243686930346360835/photo/4,LD - Lockdown,LD3,LD3 - Partial lockdown
Ghana,GHA,No,Ghana will begin testing all contacts of those who test positive.,2020-03-28,Ministry of Information,Government,https://twitter.com/moigovgh/status/1243689955123179528/photo/2,PH - Public health measures,PH13,PH13 - Testing policy
Ghana,GHA,No,"Different economic measures including: 2% reduction of interest rates by banks, and the granting by banks of a 6 months moratorium of principle repayments to entities in the airline and hospitality indistries.",2020-03-28,Ministry of Information,Government,https://twitter.com/moigovgh/status/1243689955123179528/photo/2,NA,NA,NA
Ghana,GHA,Yes,Establishment of Covid-19 fund to receive contributions from public to assist in the welfare of the vulnerable.,2020-03-28,Ministry of Information,Government,https://twitter.com/moigovgh/status/1243689955123179528/photo/2,NA,NA,NA
Ghana,GHA,No,Government has created an National Information Contact Centre to facilitate the flow of information relating to covid-19.,2020-04-01,CSIC,Other organisations,https://csis-prod.s3.amazonaws.com/s3fs-public/200401_COVID.pdf?CF9WAcrlwJf.cAwIaDcGeYxPSHhIO8x_,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Ghana,GHA,No,"The government will absorb all water bills for all ghanains for the next 3 months, April, May, June.",2020-04-05,Ministry of Information,Social media,https://twitter.com/moigovgh/status/1246917596630396932/photo/1,NA,NA,NA
Ghana,GHA,Yes,"Food will be delivered to vulnerable communities in Accra, Tema, Kumasi and Kusoa",2020-04-05,Ministry of Information,Social media,https://twitter.com/moigovgh/status/1246917596630396932/photo/1,NA,NA,NA
Ghana,GHA,Yes,"Health workers will not pay taxes on their salaries for the next 3 months (April, May, June) and all health workers will receive an addional 50% of their basic salary per month (march, april, may, June). The march payment will be paid along with the april one.",2020-04-05,Ministry of Information,Social media,https://twitter.com/moigovgh/status/1246917596630396932/photo/1,NA,NA,NA
Ghana,GHA,Yes,"A soft loan scheme will be rolled out for micro, small and medium businesses which will have a 1 year moratorium and a 2 year repayment period.",2020-04-05,Ministry of Information,Social media,https://twitter.com/moigovgh/status/1246917596630396932/photo/1,NA,NA,NA
Ghana,GHA,Yes,Ministry of transport is making buses available for free to convey health workers in affected areas for the duration of the restrictions.,2020-04-05,Ministry of Information,Social media,https://twitter.com/moigovgh/status/1246917596630396932/photo/1,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Ghana,GHA,No,"Domestic production of face masks, head covers, surgical scrubs and gowns will commence.",2020-04-07,Ministry of Information,Social media,https://twitter.com/moigovgh/status/1246917596630396932/photo/1,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Ghana,GHA,No,All markets and lorry terminals are being disinfected,2020-04-05,Ministry of Information,Social media,https://twitter.com/moigovgh/status/1246917596630396932/photo/1,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Greece,GRC,No,NA,2020-03-09,Ministry of Health,Government,https://www.moh.gov.gr/articles/health/dieythynsh-dhmosias-ygieinhs/metadotika-kai-mh-metadotika-noshmata/c388-egkyklioi/6652-odhgies-prostasias-apo-anapneystikh-loimwksh-apo-to-neo-koronaio,PH - Public health measures,PH2,PH2 - Awareness campaigns
Greece,GRC,No,NA,2020-03-13,NA,NA,NA,SD - Social distancing,SD3,SD3 - Limit public gatherings
Greece,GRC,No,NA,2020-03-11,Ministry of Education,Government,https://www.minedu.gov.gr/koronoios-kentriki,SD - Social distancing,SD5,SD5 - Schools closure 
Greece,GRC,No,NA,2020-03-13,Newsbomb,Media,https://www.newsbomb.gr/oikonomia/story/1062587/koronoios-ektakta-metra-apo-to-ypoyrgeio-oikonomikon-oi-oxto-paremvaseis,NA,NA,NA
Greece,GRC,No,hiring more doctors and nurses,2020-03-13,Ministry of health,Government,https://eody.gov.gr/prosklisi-ekdilosis-endiaferontos-pe-iatron-me-kathestos-ekdosis-deltioy-parochis-ypiresion-sto-plaisio-antimetopisis-pithanon-ypopton-kroysmaton-toy-novel-corona-virus-2019-ncov/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Greece,GRC,Yes,Albania and Northern Macedonia,2020-03-15,French Embassy,Government,https://gr.ambafrance.org/Covid19-Gr,MR - Movement restrictions,MR3,MR3 - Border closure 
Greece,GRC,Yes,Italy Spain,2020-03-09,French Embassy,Government,https://gr.ambafrance.org/Covid19-Gr,MR - Movement restrictions,MR8,MR8 - International flights suspension
Greece,GRC,No,"Notionawide: All gatherings of 10+ ppl, all non-essential facilities (until at least 25. march) hotels are closed until 30. April",2020-03-18,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,SD - Social distancing,SD4,SD4 - Public services closure 
Greece,GRC,Yes,"land: Albania, North Macedonia, and Turkey. Air: Italy and Spain; Sea: Italy",2020-03-15,US Embassy of Greece,Government,https://gr.usembassy.gov/covid-19-information/,MR - Movement restrictions,MR3,MR3 - Border closure 
Greece,GRC,No,Sea: only local residents will be allowed to board ferries to the islands and ships carrying essentials,2020-03-21,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,MR - Movement restrictions,MR3,MR3 - Border closure 
Greece,GRC,Yes,"Aegean islands: lockdown for at least 14 days. No volunteers allowed in camps, and school classes for migrant children have been suspended. Entry will be allowed only to staff and there will be a compulsory temperature check for new arrivals.",2020-03-17,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,LD - Lockdown,LD2,LD2 - Lockdown of refugee/idp camps or other minorities
Greece,GRC,Yes,"All non-eu nationals *except spouses/children of EU/Schengen nationals, long-term residents, members of government delegations, and passengers in transit.",2020-03-18,US Embassy of Greece,Government,https://gr.usembassy.gov/covid-19-information/,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Greece,GRC,No,mandatory 14 day self-quarantine on all international arrivals.,2020-03-16,US Embassy of Greece,Government,https://gr.usembassy.gov/covid-19-information/,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Greece,GRC,No,"Nation wide until further notice. People are only allowed to go out for essential work, health reasons, short walks or to acquire essential supplies. They must carry ID, and the reason for their movements has to be confirmed by their employer or by themselves. Those found violating the rules will receive a 150 euro on-the-spot fine.",2020-03-23,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,LD - Lockdown,LD3,LD3 - Partial lockdown
Greece,GRC,Yes,"Aegean Airlines announced on 23 March that they will suspend all international flights between 26 March and 30 April. and all flights to italy, spain, turkey and UK are suspended nationwide",2020-03-23,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,MR - Movement restrictions,MR8,MR8 - International flights suspension
Greece,GRC,No,"A curfew is in effect March 23 – April 6 throughout Greece.  Violators will be fined 150 Euros per violation.  You must carry your passport or other identification at all times and have a valid reason to be out.  Follow instructions on the Greek authority’s website.  Type A movement is for work (contact your employer), Type B is an essential personal movement (supermarket, pharmacy, etc. as defined on the form).",2020-03-23,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,MR - Movement restrictions,MR6,MR6 - Curfews
Greece,GRC,No,extended until april 27,2020-03-25,US Embassy,Government,https://gr.usembassy.gov/covid-19-information/,SD - Social distancing,SD4,SD4 - Public services closure 
Greece,GRC,No,extended until april 27,2020-03-26,US Embassy,Government,https://gr.usembassy.gov/covid-19-information/,SD - Social distancing,SD5,SD5 - Schools closure 
Greece,GRC,Yes,"Ritsona camp: A migrant camp north of the Greek capital Athens has been placed under quarantine after 20 asylum seekers there tested positive for the novel coronavirus. Movement in and out of the Ritsona camp, will be restricted for at least 14 days; police forces will monitor the implementation of the measures.",2020-04-02,Choose Love,Other organisations,file:///Users/alexsheaffer/Downloads/04.%20HR%20-%20Press%20Update%202-3%20April%202020.pdf.pdf,LD - Lockdown,LD2,LD2 - Lockdown of refugee/idp camps or other minorities
Greece,GRC,Yes,EU to help Greece improve hygiene condiitons in refugee camps,2020-04-02,DW,Media,https://www.dw.com/en/coronavirus-eu-must-do-everything-to-avoid-an-outbreak-in-refugee-camps-warns-commissioner-ylva-johansson/a-52998262,NA,NA,NA
Greece,GRC,No,"Greece announced new tax breaks and economic assistance to thousands of businesses and workers. additional support measures for some 800,000 businesses, 1.7 million private-sector employees and 700,000 self-employed and small business owners. “We are implementing policies to keep the economy alive,” said Finance Minister Christos Staikouras of the March-April aid package amounting to 6.8 billion euros – or 3.5 percent of GDP – and including a 800-euro benefit for 1.7 million private-sector employees (81 percent of the impacted private-sector workforce) that have been suspended from their employment contracts and a freeze on their value added tax and debt payments to the state for four months.",2020-03-30,Greek City Times,Media,https://greekcitytimes.com/2020/03/31/greece-announces-additional-financial-measures-to-protect-the-economy-from-the-impact-of-coronavirus/,NA,NA,NA
Grenada,GRD,Yes,"$20 million worth of payroll support; Adjust the small hoteliers' facility at Grenada Development Bank to support all hoteliers by injecting an additional $7 million; Work with the National Insurance Scheme (NIS) to provide unemployment benefits support due to the fallout of this pandemic initially estimated at $10 million; Suspend the two percent increase in NIS payments for the period; Encourage the trade union movement to work with the business community; Expand the public sector investment programmes; Suspend the monthly advance payment on Corporate Income Tax; Suspend the installment payments on the Annual Stamp Tax; Expand the small business soft lending facility at the Grenada Development Bank by an additional $5 million; Place on the price control list certain cleaning items to prevent price gouging at this time; Follow all necessary exemption protocols to provide incentives to private labs and medical facilities procuring items to support the fight against COVID-19; Increase farm labor support to immediately boost agricultural production islandwide; the government commits to ensuring that the cost of electricity will be reduced by 30 percent for March, April, and May in the first instance, to all consumers; Our financial institutions have also agreed, in principle, to provide a moratorium on principal and interest payments to their clients on the condition, for the three months in question, in the first instance.",2020-03-22,Caribbean News Global),Media,https://menafn.com/1099895892/Grenada-delivers-structural-adjustment-programme-Confirms-first-case-of-COVID-19,NA,NA,NA
Grenada,GRD,Yes,health team prepares for covid 19,2020-03-01,Official Government Website,Government,https://www.mgovernance.net/prime-minister-commends-health-team-dedication-service-they-ramp-preparedness-actions-covid-19,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Grenada,GRD,No,"The MOH advises people who develop a fever, cough or shortness of breath within 14 days of visiting the above listed countries, to contact their family doctor and the Health authorities on 440-2649 during regular working hours (i.e., 8:00am–4:00pm), 417-1079, or 417-2562 after regular working hours, weekends and holidays.

These travelers are advised to refrain from visiting health centers or the casualty department in the first instance. The general public is reminded to take the necessary precautions for prevention of respiratory infections:",2020-03-03,Official Government Website,Government,https://www.mgovernance.net/grenada-importation-transmission-watch,PH - Public health measures,PH3,PH3 - General recommendations
Grenada,GRD,Yes,Government has now made available an additional $2 million to bolster our COVID-19 preparedness actions,2020-03-04,Official Government Website,Government,https://www.mgovernance.net/national-address-dr-right-honourable-keith-mitchell-prime-minister-grenada-carriacou-and-petite,NA,NA,NA
Grenada,GRD,Yes,"A COVID-19 Coordinator, in the person of Dr. George Mitchell, has been appointed to manage the activities of all stakeholders, as they relate to the disease.The Sanitary Authority has been activated under the Acting Chief Medical Officer and is responsible for directing and mandating all technical-related activities relevant to COVID-19.",2020-03-04,Official Government Website,Government,https://www.mgovernance.net/national-address-dr-right-honourable-keith-mitchell-prime-minister-grenada-carriacou-and-petite,NA,NA,NA
Grenada,GRD,No,"Additional supplies of Personal Protective Equipment (PPE) are being purchased to ensure that persons on the frontline of the preventive effort are properly protected and their level of exposure is minimal. We have also obtained thousands of masks, some of which are being distributed to our students in China, and arrangements are being made to transport the remainder to Grenada.",2020-03-04,Official Government Website,Government,https://www.mgovernance.net/national-address-dr-right-honourable-keith-mitchell-prime-minister-grenada-carriacou-and-petite,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Grenada,GRD,No,NA,2020-03-18,Official Government Website,Government,https://www.mgovernance.net/closure-schools,SD - Social distancing,SD5,SD5 - Schools closure 
Grenada,GRD,No,"You will be quarantined for a period of 14 days upon arrival into Grenada, if you are a Grenadian National or Resident.",2020-03-18,Official Government Website,Government,https://www.mgovernance.net/grenada-issues-another-travel-advisory,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Grenada,GRD,Yes,"If you are NOT a Grenadian National, and in the last 14 days you have been to Iran, South Korea, China, or anywhere in Europe (including the UK), you will be refused entry into the country. If you are arriving from any other destination, you will be screened upon entry, and quarantined for 14 days.",2020-03-18,Official Government Website,Government,https://www.mgovernance.net/grenada-issues-another-travel-advisory,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Grenada,GRD,Yes,"passengers will not be allowed to disembark from ANY cruise ship on the shores of Grenada, until further notice.",2020-03-16,Official Government Website,Government,https://www.mgovernance.net/grenada-cruise-ship-advisory-march-16-2020,MR - Movement restrictions,MR3,MR3 - Border closure 
Grenada,GRD,No,"All youth development, cultural, and sporting activities postponed due to the threat of COVID-19 Virus",2020-03-13,Official Government Website,Government,https://www.mgovernance.net/all-youth-development-cultural-and-sporting-activities-postponed-due-threat-covid-19-virus,SD - Social distancing,SD3,SD3 - Limit public gatherings
Grenada,GRD,No,"he Ministry of Health, Government of Grenada, is requesting that the general population considers suspending, with immediate effect, all public and other social gatherings, such as cultural, religious and sporting events, cinemas and other places that cannot guarantee a minimum of six (6) feet of social distancing. avoid public transportation",2020-03-13,Official Government Website,Government,https://www.mgovernance.net/grenada-government-requests-social-distancing-public-spaces,PH - Public health measures,PH3,PH3 - General recommendations
Grenada,GRD,No,CLOSURE OF CONSTITUENCY OFFICES,2020-03-16,Official Government Website,Government,https://www.mgovernance.net/closure-constituency-offices,SD - Social distancing,SD4,SD4 - Public services closure 
Grenada,GRD,No,"the Government of Grenada announces that effective 11:59 p.m. Monday March 23 2020, no crew member of commercial vessels will be allowed or granted “Shore Leave.”",2020-03-23,Official Government Website,Government,https://www.mgovernance.net/advisory-cargo-ships,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Grenada,GRD,No,"The Government of Grenada, COVID-19 Economic Support Secretariat, (CESS) has officially been established to implement the Economic Stimulus packag",2020-03-24,Official Government Website,Government,https://www.mgovernance.net/government-establishes-covid-19-economic-support-secretariat-cess,NA,NA,NA
Grenada,GRD,No,"before disembarking, every passenger is required to complete a declaration form on his/her health status. You are also required to check in daily with the Ministry of Health, regardless of your point of origin. Additionally, you will be quarantined or isolated, if you become symptomatic during your stay.",2020-03-19,Official Government Website,Government,https://www.mgovernance.net/grenada-issues-another-travel-advisory-0,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Grenada,GRD,No,"Criminal Courts have agreed to adjourn ongoing criminal trials until further notice, and discharge the jury on those matters",2020-03-16,Official Government Website,Government,https://www.mgovernance.net/statement-ministry-legal-affairs-protocols-covid-19,SD - Social distancing,SD4,SD4 - Public services closure 
Guatemala,GTM,Yes,"People coming from France, Germany, Spain, Italy, Chna, Iran, South Korea, North Korea in the 30 days before date of arrival.",2020-03-12,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/guatemala/,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Guatemala,GTM,Yes,Diplomats and residents coming from those countries are put in 7 days home quarantine,2020-03-12,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/guatemala/,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Guatemala,GTM,Yes,People coming from Panama,2020-03-12,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/guatemala/,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Guatemala,GTM,No,closure of all borders as of 16 March for 15 days,2020-03-16,US Embassy,Government,https://gt.usembassy.gov/u-s-embassy-guatemala-city-guatemala-march-16-2020/,MR - Movement restrictions,MR3,MR3 - Border closure 
Guatemala,GTM,No,suspension of all flights to and from Guatemala as part of border closure starting 16 March for 15 days,2020-03-16,US Embassy,Government,https://gt.usembassy.gov/u-s-embassy-guatemala-city-guatemala-march-16-2020/,MR - Movement restrictions,MR8,MR8 - International flights suspension
Guatemala,GTM,Yes,"All flights suspended from March 16-30, except for cargo",2020-03-16,Miami Herald,Media,https://www.miamiherald.com/news/nation-world/world/americas/haiti/article241249651.html,MR - Movement restrictions,MR3,MR3 - Border closure 
Guatemala,GTM,Yes,officials announced all schools and universities would close for three weeks,2020-03-14,Miami Herald,Media,https://www.miamiherald.com/news/nation-world/world/americas/haiti/article241249651.html,SD - Social distancing,SD5,SD5 - Schools closure 
Guatemala,GTM,No,All gatherings of more than 100 people were prohibited,2020-03-14,Miami Herald,Media,https://www.miamiherald.com/news/nation-world/world/americas/haiti/article241249651.html,SD - Social distancing,SD3,SD3 - Limit public gatherings
Guatemala,GTM,Yes,"Access to Guatemala via land borders will only be authorized for Guatemalan citizens, residents, and diplomats and their family members accredited in Guatemala.  All who enter via land borders will be quarantined and tracked by the Guatemalan Ministry of Health (MSPAS).",2020-03-17,OSAC,Other organisations,https://www.osac.gov/Content/Report/db8c4a5c-e43f-4e22-be8f-18388284d453,MR - Movement restrictions,MR3,MR3 - Border closure 
Guatemala,GTM,No,"effective Sunday, March 22, a nationwide curfew will take effect. The curfew is from 4:00 p.m. to 4:00 a.m. and is scheduled to be in effect until March 29. Everyone in Guatemala, including foreigners, is expected to remain in their homes during curfew hours. The only exceptions are for police, private security, medical professionals and ambulances, food delivery drivers, and certain other essential personnel. While food delivery service will continue during the curfew, grocery stores are expected to close before the curfew takes effect. The Guatemalan police and security forces will enforce the curfew.",2020-03-22,US Embassy in Guatemala,Government,https://gt.usembassy.gov/guatemala-begins-curfew-starting-march-22/,MR - Movement restrictions,MR6,MR6 - Curfews
Guatemala,GTM,No,"Guatemala Ministry of Health has the authority to move any individuals, including foreigners, into quarantine or isolation if deemed medically necessary.",2020-03-22,US Embassy in Guatemala,Government,https://gt.usembassy.gov/guatemala-begins-curfew-starting-march-22/,MR - Movement restrictions,MR9,MR9 - Surveillance and monitoring
Guatemala,GTM,Yes,"Guatemala will use nearly $26 million from an emergency fund to help thousands of the country’s neediest families, as measures to combat the spread of coronavirus hit the economy and jobs, President Alejandro Giammattei said on Sunday. “For the most vulnerable in the country ... we have decided to withdraw 200 million quetzals ($25.8 million) from the emergency fund and we are going to give families aid of 1,000 quetzals ($129) to help pay for electricity, water and supplies,” Giammattei said.",2020-03-30,Reuters,Media,https://www.reuters.com/article/health-coronavirus-guatemala-int/guatemala-to-tap-26-million-from-fund-to-help-poor-amid-coronavirus-crisis-idUSKBN21H04X,NA,NA,NA
Guatemala,GTM,No,"On March 28, Guatemala extended their curfew through to April 12.",2020-03-28,Reuters,Media,https://www.reuters.com/article/health-coronavirus-guatemala-int/guatemala-to-tap-26-million-from-fund-to-help-poor-amid-coronavirus-crisis-idUSKBN21H04X,MR - Movement restrictions,MR6,MR6 - Curfews
Guatemala,GTM,Yes,"Guatemala will temporarily stop receiving Hondurans and Salvadorans deported from the United States under the asylum cooperation agreement due to the coronavirus pandemic, Guatemala's foreign ministry said. ""As of today, all flights under [the Asylum Cooperation Agreement] are suspended,"" Foreign Minister Pedro Brolo said, referring to an agreement between Guatemala and the US.",2020-03-17,Al Jazeera,Media,https://www.aljazeera.com/news/2020/03/guatemala-suspends-deportation-flights-covid-19-200317181333967.html,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Guatemala,GTM,Yes,"Deportations of Guatemalans resumed two days later on the 19th, after US officials agreed to put in place measures to guarantee the health of deportees. At least 642 Guatemalans have been deported since deportation flights were renewed on March 19, according to an Al Jazeera tally based on daily government figures.",2020-03-19,Al Jazeera,Media,https://www.aljazeera.com/news/2020/03/guatemalan-deported-tests-positive-covid-19-official-200330030439882.html,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Guatemala,GTM,Yes,Guatemala Asks U.S. to Halt Deportations of Guatemalans to Prevent Spread of Coronavirus. Guatemala fears deportations from the U.S. could be a major source of infection in the country,2020-03-31,Wall St Journal,Media,https://www.wsj.com/articles/guatemala-asks-u-s-to-halt-deportations-of-guatemalans-to-prevent-spreading-coronavirus-11585694116,MR - Movement restrictions,MR3,MR3 - Border closure 
Guatemala,GTM,Yes,"Guatemala will use nearly $26 million from an emergency fund to help thousands of the country’s neediest families, as measures to combat the spread of coronavirus hit the economy and jobs, President Alejandro Giammattei said on Sunday.",2020-03-30,Reuters,Media,https://www.reuters.com/article/health-coronavirus-guatemala-int/guatemala-to-tap-26-million-from-fund-to-help-poor-amid-coronavirus-crisis-idUSKBN21H04X,NA,NA,NA
Guatemala,GTM,No,Under curfew extension - The curfew lasts from 4:00 p.m. to 4:00 a.m. each day. Every individual in Guatemala — including U.S. citizens — is required to remain inside their domicile during curfew hours (with exceptions for health and security).,2020-03-29,US Embassy in Guatemala,Government,https://gt.usembassy.gov/u-s-embassy-guatemala-city-guatemala-march-29-2020/,MR - Movement restrictions,MR6,MR6 - Curfews
Guatemala,GTM,Yes,Under curfew extension - grocery and restaurant delivery services are no longer allowed to operate between 4:00 p.m. and 4:00 a.m.,2020-03-29,US Embassy in Guatemala,Government,https://gt.usembassy.gov/u-s-embassy-guatemala-city-guatemala-march-29-2020/,MR - Movement restrictions,MR6,MR6 - Curfews
Guinea,GIN,No,Air travel from any country with more than 30 active transmission cases is suspended.,2020-03-21,US Embassy,Government,https://gn.usembassy.gov/u-s-citizen-services/covid-19-information/,MR - Movement restrictions,MR8,MR8 - International flights suspension
Guinea,GIN,No,"International airport of Conakry, Conakry and Boké harbours",2020-02-29,MoH,Government,https://sante.gov.gn/communique-du-gouvernement-sur-lepidemie-de-coronavirus-declaree-par-la-chine/,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Guinea,GIN,No,All travellers who have been in countries with active transmission will be required to surrender their passports and report their temperature to Ministry of Health officials twice a day for 14 days.,2020-03-18,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/guinee/,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Guinea,GIN,No,"Air travel to or from Guinea are suspended, Conakry Gbessia International Airport is closed to all commercial travelers through at least mid-April.",2020-03-21,US Embassy,Government,https://gn.usembassy.gov/u-s-citizen-services/covid-19-information/,MR - Movement restrictions,MR8,MR8 - International flights suspension
Guinea,GIN,No,National state of emergency,2020-03-26,Government — Guinea,Government,http://gouvernement.gov.gn/index.php/communique/5048-covid-19-adresse-du-chef-de-l-etat-guineen-a-la-nation,NA,NA,NA
Guinea,GIN,No,Land borders are closed for 30 days. Does not apply to trade.,2020-03-26,Government — Guinea,Government,http://gouvernement.gov.gn/index.php/communique/5048-covid-19-adresse-du-chef-de-l-etat-guineen-a-la-nation,MR - Movement restrictions,MR3,MR3 - Border closure 
Guinea,GIN,No,"Public transport in Conakri have a limit of 3 people per car, 1 per motorbike and 7 to 10 per minibus.",2020-03-26,Government — Guinea,Government,http://gouvernement.gov.gn/index.php/communique/5048-covid-19-adresse-du-chef-de-l-etat-guineen-a-la-nation,SD - Social distancing,SD3,SD3 - Limit public gatherings
Guinea,GIN,No,Public gathering of more than 20 people are forbidden.,2020-03-26,Government — Guinea,Government,http://gouvernement.gov.gn/index.php/communique/5048-covid-19-adresse-du-chef-de-l-etat-guineen-a-la-nation,SD - Social distancing,SD3,SD3 - Limit public gatherings
Guinea,GIN,No,All schools are closed for 14 days.,2020-03-26,Government — Guinea,Government,http://gouvernement.gov.gn/index.php/communique/5048-covid-19-adresse-du-chef-de-l-etat-guineen-a-la-nation,SD - Social distancing,SD5,SD5 - Schools closure 
Guinea,GIN,No,"All bars, cinema, theatre etc. are closed for 14 days. Large cultural/sports events are postponed. Religious centre are closed for 14 days.",2020-03-26,Government — Guinea,Government,http://gouvernement.gov.gn/index.php/communique/5048-covid-19-adresse-du-chef-de-l-etat-guineen-a-la-nation,SD - Social distancing,SD3,SD3 - Limit public gatherings
Guinea-Bissau,GNB,No,"In case of syntoms, transfered to OMS facilities.",2020-03-11,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it/country/GNB,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Guinea-Bissau,GNB,Yes,Some flights reductions.,2020-03-11,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it/country/GNB,MR - Movement restrictions,MR8,MR8 - International flights suspension
Guinea-Bissau,GNB,No,"On 18 of March, authorities announced the closure of the country’s air, land and maritime borders until further notice.",2020-03-18,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,MR - Movement restrictions,MR3,MR3 - Border closure 
Guinea-Bissau,GNB,No,"ban on all flights landing at Osvaldo Viera International Airport beginning on Wednesday, March 18, 2020.",2020-03-18,US Virtual Consulate in Guinea-Bissau,Government,https://gw.usmission.gov/covid-19-information/,MR - Movement restrictions,MR8,MR8 - International flights suspension
Guinea-Bissau,GNB,No,"Government has announced the closure of markets, and cessation of concerts, shows, and religious and traditional ceremonies until March 31, 2020.",2020-03-17,US Virtual Consulate in Guinea-Bissau,Government,https://gw.usmission.gov/covid-19-information/,SD - Social distancing,SD3,SD3 - Limit public gatherings
Guinea-Bissau,GNB,Yes,"All schools are closed until March 31, 2020.",2020-03-17,US Virtual Consulate in Guinea-Bissau,Government,https://gw.usmission.gov/covid-19-information/,SD - Social distancing,SD5,SD5 - Schools closure 
Guinea-Bissau,GNB,No,"Public services including  government facilities are closed until March 31, 2020.  Markets and restaurants have also closed or restricted access, limiting access to goods and services.",2020-03-17,US Virtual Consulate in Guinea-Bissau,Government,https://gw.usmission.gov/covid-19-information/,SD - Social distancing,SD4,SD4 - Public services closure 
Guinea-Bissau,GNB,No,Prime Minister Nabiam announced the suspension of all public transport in order to limit further spread of the virus,2020-03-25,GardaWorld,Other organisations,https://www.garda.com/crisis24/news-alerts/326431/guinea-bissau-country-confirms-first-cases-of-covid-19-march-25,MR - Movement restrictions,MR7,MR7 - Domestic travel restrictions
Guinea-Bissau,GNB,No,Suspension of public transport,2020-03-25,GardaWorld,Other organisations,https://www.garda.com/crisis24/news-alerts/326431/guinea-bissau-country-confirms-first-cases-of-covid-19-march-25,MR - Movement restrictions,MR7,MR7 - Domestic travel restrictions
Guinea-Bissau,GNB,Yes,Suspension of public transport,2020-03-25,GardaWorld,Other organisations,https://www.garda.com/crisis24/news-alerts/326431/guinea-bissau-country-confirms-first-cases-of-covid-19-march-25,SD - Social distancing,SD4,SD4 - Public services closure 
